"Year","CountryAbb","CountryName","idealpoint","PctAgreeUS","PctAgreeRUSSIA","distanceToRussia"
1965,"TRI","Trinidad and Tobago",0.3145628,0.3636364,0.7272727,9574
1966,"TRI","Trinidad and Tobago",0.7135706,0.5348837,0.372093,9574
1967,"TRI","Trinidad and Tobago",0.8286477,0.6,0.48,9574
1968,"TRI","Trinidad and Tobago",0.6179157,0.4,0.32,9574
1969,"TRI","Trinidad and Tobago",0.5740834,0.3846154,0.4358974,9574
1970,"TRI","Trinidad and Tobago",0.4227498,0.3111111,0.4666667,9574
1971,"TRI","Trinidad and Tobago",0.07913782,0.4329897,0.5816327,9574
1972,"TRI","Trinidad and Tobago",-0.06181456,0.3333333,0.5744681,9574
1973,"TRI","Trinidad and Tobago",0.003108184,0.2533333,0.6133333,9574
1974,"TRI","Trinidad and Tobago",-0.009118007,0.2647059,0.6176471,9574
1975,"TRI","Trinidad and Tobago",-0.05359523,0.25,0.65625,9574
1976,"TRI","Trinidad and Tobago",-0.205864,0.2117647,0.7241379,9574
1977,"TRI","Trinidad and Tobago",-0.2762917,0.3409091,0.6516854,9574
1978,"TRI","Trinidad and Tobago",-0.1262852,0.3790323,0.5952381,9574
1979,"TRI","Trinidad and Tobago",-0.2018752,0.2666667,0.6528926,9574
1980,"TRI","Trinidad and Tobago",-0.1002988,0.2475248,0.6534653,9574
1981,"TRI","Trinidad and Tobago",-0.2539696,0.1578947,0.738806,9574
1982,"TRI","Trinidad and Tobago",-0.2702159,0.133758,0.7261146,9574
1983,"TRI","Trinidad and Tobago",-0.219428,0.1517241,0.7172414,9574
1984,"TRI","Trinidad and Tobago",-0.3634964,0.0952381,0.7891156,9574
1985,"TRI","Trinidad and Tobago",-0.3706049,0.1533333,0.7785235,9574
1986,"TRI","Trinidad and Tobago",-0.2717519,0.1283784,0.8095238,9574
1987,"TRI","Trinidad and Tobago",-0.3519145,0.1014493,0.9352518,9574
1988,"TRI","Trinidad and Tobago",-0.3006537,0.09022556,0.9469697,9574
1989,"TRI","Trinidad and Tobago",-0.344582,0.07894737,0.9385965,9574
1990,"TRI","Trinidad and Tobago",-0.5120207,0.1547619,0.952381,9574
1991,"TRI","Trinidad and Tobago",-0.6460647,0.1388889,0.5774648,9574
1992,"TRI","Trinidad and Tobago",-0.6129,0.1846154,0.4923077,9574
1993,"TRI","Trinidad and Tobago",-0.5760911,0.1833333,0.4333333,9574
1994,"TRI","Trinidad and Tobago",-0.4495054,0.3030303,0.530303,9574
1995,"TRI","Trinidad and Tobago",-0.370945,0.2435897,0.5641026,9574
1996,"TRI","Trinidad and Tobago",-0.2639438,0.2816901,0.6285714,9574
1997,"TRI","Trinidad and Tobago",-0.284654,0.2575758,0.6666667,9574
1998,"TRI","Trinidad and Tobago",-0.2632233,0.1964286,0.625,9574
1999,"TRI","Trinidad and Tobago",-0.3497184,0.2153846,0.6461538,9574
2000,"TRI","Trinidad and Tobago",-0.2970767,0.3191489,0.6170213,9574
2001,"TRI","Trinidad and Tobago",-0.2930487,0.1639344,0.6885246,9574
2002,"TRI","Trinidad and Tobago",-0.3875532,0.1571429,0.6911765,9574
2003,"TRI","Trinidad and Tobago",-0.5105837,0.1369863,0.739726,9574
2004,"TRI","Trinidad and Tobago",-0.5527432,0.08823529,0.7761194,9574
2005,"TRI","Trinidad and Tobago",-0.5768769,0.09090909,0.7014925,9574
2006,"TRI","Trinidad and Tobago",-0.6186956,0.07142857,0.75,9574
2007,"TRI","Trinidad and Tobago",-0.6580385,0.06666667,0.7162162,9574
2008,"TRI","Trinidad and Tobago",-0.611047,0.1029412,0.6911765,9574
2009,"TRI","Trinidad and Tobago",-0.5469878,0.1212121,0.6515152,9574
2010,"TRI","Trinidad and Tobago",-0.6102496,0.1363636,0.7014925,9574
2011,"TRI","Trinidad and Tobago",-0.6450753,0.1929825,0.7192982,9574
2012,"TRI","Trinidad and Tobago",-0.638313,0.1911765,0.6911765,9574
1966,"BAR","Barbados",0.906725,0,0,9235
1967,"BAR","Barbados",0.9191466,0.5869565,0.326087,9235
1968,"BAR","Barbados",0.8018314,0.3829787,0.3191489,9235
1969,"BAR","Barbados",0.5066,0.3333333,0.4411765,9235
1970,"BAR","Barbados",0.6302927,0.4285714,0.375,9235
1971,"BAR","Barbados",0.8086849,0.4691358,0.4756098,9235
1972,"BAR","Barbados",0.6760529,0.4888889,0.4835165,9235
1973,"BAR","Barbados",0.8076891,0.402439,0.5365854,9235
1974,"BAR","Barbados",0.8699951,0.4242424,0.4393939,9235
1975,"BAR","Barbados",0.9743017,0.3188406,0.4637681,9235
1976,"BAR","Barbados",0.4052832,0.2235294,0.6666667,9235
1977,"BAR","Barbados",0.1380068,0.3414634,0.626506,9235
1978,"BAR","Barbados",-0.1182127,0.338843,0.6260163,9235
1979,"BAR","Barbados",-0.04878938,0.2931034,0.6153846,9235
1980,"BAR","Barbados",-0.09465057,0.26,0.67,9235
1981,"BAR","Barbados",-0.06169625,0.1742424,0.7368421,9235
1982,"BAR","Barbados",0.02820205,0.1401274,0.7070064,9235
1983,"BAR","Barbados",0.03646721,0.1481481,0.6666667,9235
1984,"BAR","Barbados",-0.02414699,0.09459459,0.777027,9235
1985,"BAR","Barbados",0.00723114,0.1605839,0.7426471,9235
1986,"BAR","Barbados",0.1009134,0.1575342,0.7793103,9235
1987,"BAR","Barbados",0.004348378,0.1304348,0.9136691,9235
1988,"BAR","Barbados",-0.1234537,0.09160305,0.9384615,9235
1989,"BAR","Barbados",-0.2225219,0.0877193,0.9473684,9235
1990,"BAR","Barbados",-0.2603544,0.1547619,0.9166667,9235
1991,"BAR","Barbados",-0.3232968,0.1666667,0.6056338,9235
1992,"BAR","Barbados",-0.403684,0.1643836,0.5068493,9235
1993,"BAR","Barbados",-0.2983248,0.1935484,0.5,9235
1994,"BAR","Barbados",-0.3036274,0,0,9235
1995,"BAR","Barbados",0.000514046,0.3066667,0.64,9235
1996,"BAR","Barbados",-0.02708405,0.3442623,0.5833333,9235
1997,"BAR","Barbados",-0.1968594,0.2539683,0.6507937,9235
1998,"BAR","Barbados",-0.1837082,0.2333333,0.6833333,9235
1999,"BAR","Barbados",-0.2514612,0.25,0.6833333,9235
2000,"BAR","Barbados",-0.3510101,0.2424242,0.7230769,9235
2001,"BAR","Barbados",-0.3765804,0.147541,0.7213115,9235
2002,"BAR","Barbados",-0.3363183,0.1641791,0.7384615,9235
2003,"BAR","Barbados",-0.4506463,0.1029412,0.75,9235
2004,"BAR","Barbados",-0.5526579,0.07352941,0.7910448,9235
2005,"BAR","Barbados",-0.6405237,0.08219178,0.739726,9235
2006,"BAR","Barbados",-0.6042074,0.04819277,0.746988,9235
2007,"BAR","Barbados",-0.6653604,0.06578947,0.7066667,9235
2008,"BAR","Barbados",-0.6653412,0.08450704,0.6760563,9235
2009,"BAR","Barbados",-0.673069,0.0952381,0.6984127,9235
2010,"BAR","Barbados",-0.6069829,0.1384615,0.6923077,9235
2011,"BAR","Barbados",-0.4947626,0.234375,0.6875,9235
2012,"BAR","Barbados",-0.479043,0.1940299,0.6716418,9235
1982,"DMA","Dominica",0.2728336,0.1666667,0.4666667,9141
1983,"DMA","Dominica",0.3764998,0.2075472,0.5849057,9141
1984,"DMA","Dominica",0.3520719,0.1315789,0.6578947,9141
1985,"DMA","Dominica",0.3820455,0.1538462,0.7179487,9141
1986,"DMA","Dominica",0.258994,0.1363636,0.6363636,9141
1987,"DMA","Dominica",0.2598368,0.6666667,0.3333333,9141
1988,"DMA","Dominica",0.4603431,0.1842105,0.6315789,9141
1989,"DMA","Dominica",0.5800847,0.2264151,0.7075472,9141
1990,"DMA","Dominica",0.2555335,0.2,0.75,9141
1991,"DMA","Dominica",0.1573778,0.2631579,0.7894737,9141
1992,"DMA","Dominica",0.07966535,0.1833333,0.5666667,9141
1993,"DMA","Dominica",0.04535787,0.25,0.6346154,9141
1994,"DMA","Dominica",-0.0702279,0.4,0.6666667,9141
1995,"DMA","Dominica",0.1933804,0.26,0.7,9141
1996,"DMA","Dominica",-0.1268848,0.3653846,0.5294118,9141
1997,"DMA","Dominica",-0.2949621,0.2790698,0.6511628,9141
1998,"DMA","Dominica",-0.2946732,0,1,9141
1999,"DMA","Dominica",-0.4218324,0.1864407,0.6610169,9141
2000,"DMA","Dominica",-0.3460892,0.4117647,0.7647059,9141
2001,"DMA","Dominica",-0.3866734,0.2631579,0.8947368,9141
2002,"DMA","Dominica",-0.5590437,0.2,0.7352941,9141
2003,"DMA","Dominica",-0.6025126,0.1935484,0.8709677,9141
2004,"DMA","Dominica",-0.6308938,0.0625,0.796875,9141
2005,"DMA","Dominica",-0.6147031,0.109375,0.71875,9141
2006,"DMA","Dominica",-0.6231106,0.06493506,0.8051948,9141
2007,"DMA","Dominica",-0.648604,0.09302326,0.6744186,9141
2008,"DMA","Dominica",-0.6973627,0.09230769,0.6923077,9141
2009,"DMA","Dominica",-0.6867433,0.0952381,0.6984127,9141
2010,"DMA","Dominica",-0.647721,0.0625,0.6875,9141
2011,"DMA","Dominica",-0.6987835,0.08,0.84,9141
2012,"DMA","Dominica",-0.749578,0.140625,0.671875,9141
1974,"GRN","Grenada",0.5039622,0.3538462,0.5692308,9461
1975,"GRN","Grenada",0.3856135,0.2539683,0.6190476,9461
1976,"GRN","Grenada",0.5472025,0.2741935,0.578125,9461
1977,"GRN","Grenada",0.3823659,0.1176471,1,9461
1978,"GRN","Grenada",0.2873682,0.2631579,0.5263158,9461
1979,"GRN","Grenada",-0.2006875,0.2735849,0.6728972,9461
1980,"GRN","Grenada",-0.928826,0.1477273,0.75,9461
1981,"GRN","Grenada",-0.9700003,0.1186441,0.8067227,9461
1982,"GRN","Grenada",-1.293515,0.1007194,0.8273381,9461
1983,"GRN","Grenada",-1.219599,0.125,0.9375,9461
1984,"GRN","Grenada",-0.3566966,0.3333333,0.5714286,9461
1985,"GRN","Grenada",1.039009,0.3178295,0.296875,9461
1986,"GRN","Grenada",0.3517545,0.1849315,0.7172414,9461
1987,"GRN","Grenada",0.2446898,0.1268657,0.7954545,9461
1988,"GRN","Grenada",0.08130684,0.1084337,0.8658537,9461
1989,"GRN","Grenada",0.08480496,0.11,0.86,9461
1990,"GRN","Grenada",-0.0672213,0.195122,0.8780488,9461
1991,"GRN","Grenada",-0.2715373,0.1463415,0.575,9461
1992,"GRN","Grenada",-0.4318465,0.2173913,0.5869565,9461
1993,"GRN","Grenada",-0.374936,0.2,0.5,9461
1994,"GRN","Grenada",-0.327917,0.2903226,0.5322581,9461
1995,"GRN","Grenada",-0.01376094,0.2708333,0.7083333,9461
1996,"GRN","Grenada",-0.04793344,0.3134328,0.6515152,9461
1997,"GRN","Grenada",-0.3006638,0.1904762,0.6190476,9461
1998,"GRN","Grenada",-0.2539967,0.1428571,0.6326531,9461
1999,"GRN","Grenada",-0.3304414,0.2,0.7076923,9461
2000,"GRN","Grenada",-0.3717562,0.2461538,0.71875,9461
2001,"GRN","Grenada",-0.3075253,0.1803279,0.7333333,9461
2002,"GRN","Grenada",-0.4199621,0.1594203,0.7313433,9461
2003,"GRN","Grenada",-0.555929,0.1351351,0.7432432,9461
2004,"GRN","Grenada",0.07778379,0.2878788,0.6,9461
2005,"GRN","Grenada",0.008062146,0.2631579,0.6140351,9461
2006,"GRN","Grenada",-0.4545821,0.06410256,0.8076923,9461
2007,"GRN","Grenada",-0.4120709,0.1372549,0.66,9461
2008,"GRN","Grenada",-0.5121301,0.07142857,0.6571429,9461
2009,"GRN","Grenada",-0.5251184,0.1052632,0.6842105,9461
2010,"GRN","Grenada",0.5560173,0.3538462,0.6153846,9461
2011,"GRN","Grenada",-0.2373871,0.1929825,0.7192982,9461
2012,"GRN","Grenada",-0.4782983,0.1940299,0.6865672,9461
1979,"SLU","St. Lucia",-0.01614464,0.1,0.9,NA
1980,"SLU","St. Lucia",-0.006243519,0.2142857,0.6428571,NA
1981,"SLU","St. Lucia",-0.1098999,0.1801802,0.7321429,NA
1982,"SLU","St. Lucia",-0.04054809,0.1807229,0.6385542,NA
1983,"SLU","St. Lucia",0.3669386,0.21875,0.5625,NA
1984,"SLU","St. Lucia",0.3417733,0.1170213,0.5851064,NA
1985,"SLU","St. Lucia",0.3140601,0.2,0.6976744,NA
1986,"SLU","St. Lucia",0.3500654,0.2101449,0.7372263,NA
1987,"SLU","St. Lucia",0.079284,0.1212121,0.8636364,NA
1988,"SLU","St. Lucia",-0.0938251,0.107438,0.9333333,NA
1989,"SLU","St. Lucia",0.05289205,0.09090909,0.8909091,NA
1990,"SLU","St. Lucia",-0.1712998,0.164557,0.9113924,NA
1991,"SLU","St. Lucia",-0.2230376,0.1408451,0.6478873,NA
1992,"SLU","St. Lucia",-0.06707294,0.1764706,0.5588235,NA
1993,"SLU","St. Lucia",-0.2843236,0.1833333,0.4666667,NA
1994,"SLU","St. Lucia",-0.3490196,0.3275862,0.6034483,NA
1995,"SLU","St. Lucia",-0.3164042,0.2272727,0.5909091,NA
1996,"SLU","St. Lucia",-0.3164137,0.3142857,0.6376812,NA
1997,"SLU","St. Lucia",-0.5829811,0.1846154,0.6307692,NA
1998,"SLU","St. Lucia",-0.5910897,0.1754386,0.5964912,NA
1999,"SLU","St. Lucia",-0.7515919,0.15625,0.65625,NA
2000,"SLU","St. Lucia",-0.7497786,0.21875,0.734375,NA
2001,"SLU","St. Lucia",-0.7523484,0.137931,0.7413793,NA
2002,"SLU","St. Lucia",-0.8385758,0.1014493,0.761194,NA
2003,"SLU","St. Lucia",-0.81679,0.1081081,0.7297297,NA
2004,"SLU","St. Lucia",-0.7333861,0.07462687,0.7727273,NA
2005,"SLU","St. Lucia",-0.7577771,0.08695652,0.7391304,NA
2006,"SLU","St. Lucia",-0.7884041,0.07042254,0.8028169,NA
2007,"SLU","St. Lucia",-0.7305084,0.06666667,0.7162162,NA
2008,"SLU","St. Lucia",-0.5271029,0.1343284,0.6865672,NA
2009,"SLU","St. Lucia",-0.383777,0.15625,0.671875,NA
2010,"SLU","St. Lucia",-0.3827622,0.203125,0.703125,NA
2011,"SLU","St. Lucia",-0.3472648,0.2419355,0.6935484,NA
2012,"SLU","St. Lucia",-0.5812966,0.1940299,0.7014925,NA
1981,"SVG","St. Vincent and the Grenadines",0.07513327,0.1,0.8333333,9328
1982,"SVG","St. Vincent and the Grenadines",0.06741425,0.1578947,0.5789474,9328
1983,"SVG","St. Vincent and the Grenadines",0.2330442,0.1625,0.5625,9328
1984,"SVG","St. Vincent and the Grenadines",0.107263,0.1126761,0.7042254,9328
1985,"SVG","St. Vincent and the Grenadines",0.2828694,0.1732283,0.6428571,9328
1986,"SVG","St. Vincent and the Grenadines",0.2804541,0.2074074,0.7164179,9328
1987,"SVG","St. Vincent and the Grenadines",0.09802673,0.1162791,0.8527132,9328
1988,"SVG","St. Vincent and the Grenadines",0.09182492,0.1171875,0.8897638,9328
1989,"SVG","St. Vincent and the Grenadines",0.04461793,0.09009009,0.8828829,9328
1990,"SVG","St. Vincent and the Grenadines",-0.01481955,0.1375,0.8875,9328
1991,"SVG","St. Vincent and the Grenadines",-0.1035155,0.1764706,0.6515152,9328
1992,"SVG","St. Vincent and the Grenadines",-0.01087008,0.1571429,0.5285714,9328
1993,"SVG","St. Vincent and the Grenadines",-0.1883728,0.1967213,0.5081967,9328
1994,"SVG","St. Vincent and the Grenadines",-0.1307577,0.3559322,0.6779661,9328
1995,"SVG","St. Vincent and the Grenadines",-0.0877054,0.6923077,0.6153846,9328
1996,"SVG","St. Vincent and the Grenadines",-0.08215949,0.4375,0.625,9328
1997,"SVG","St. Vincent and the Grenadines",-0.1970763,0.3333333,0.6,9328
1998,"SVG","St. Vincent and the Grenadines",-0.3176341,0.2608696,0.4782609,9328
1999,"SVG","St. Vincent and the Grenadines",-0.1010009,0.1521739,0.7608696,9328
2000,"SVG","St. Vincent and the Grenadines",-0.2740994,0.34375,0.65625,9328
2001,"SVG","St. Vincent and the Grenadines",-0.2788284,0,1,9328
2002,"SVG","St. Vincent and the Grenadines",0.07839229,0.1492537,0.6923077,9328
2003,"SVG","St. Vincent and the Grenadines",-0.01568445,0.1060606,0.7575758,9328
2004,"SVG","St. Vincent and the Grenadines",-0.2597931,0.08955224,0.7727273,9328
2005,"SVG","St. Vincent and the Grenadines",-0.3127337,0.1594203,0.6956522,9328
2006,"SVG","St. Vincent and the Grenadines",-0.5569176,0.06493506,0.7922078,9328
2007,"SVG","St. Vincent and the Grenadines",-0.6323032,0.06557377,0.7,9328
2008,"SVG","St. Vincent and the Grenadines",-0.6229306,0.1076923,0.6923077,9328
2009,"SVG","St. Vincent and the Grenadines",-0.6533477,0.09375,0.6875,9328
2010,"SVG","St. Vincent and the Grenadines",-0.6762252,0.140625,0.7076923,9328
2011,"SVG","St. Vincent and the Grenadines",-0.7614328,0.1428571,0.7142857,9328
2012,"SVG","St. Vincent and the Grenadines",-0.7602195,0.1940299,0.7014925,9328
1981,"AAB","Antigua & Barbuda",0.0131283,0.08108108,0.7702703,9002
1982,"AAB","Antigua & Barbuda",-0.04720864,0.1343284,0.761194,9002
1983,"AAB","Antigua & Barbuda",-0.2298518,0.2058824,0.7647059,9002
1984,"AAB","Antigua & Barbuda",-0.3299482,0.115942,0.7536232,9002
1985,"AAB","Antigua & Barbuda",0.0418796,0.1489362,0.7357143,9002
1986,"AAB","Antigua & Barbuda",0.2244298,0.1812081,0.75,9002
1987,"AAB","Antigua & Barbuda",0.03048854,0.1231884,0.8848921,9002
1988,"AAB","Antigua & Barbuda",0.04087687,0.09848485,0.8931298,9002
1989,"AAB","Antigua & Barbuda",0.05595804,0.09821429,0.8660714,9002
1990,"AAB","Antigua & Barbuda",-0.1366971,0.1428571,0.8928571,9002
1991,"AAB","Antigua & Barbuda",-0.2088842,0.1555556,0.7173913,9002
1992,"AAB","Antigua & Barbuda",-0.2814079,0.1746032,0.4920635,9002
1993,"AAB","Antigua & Barbuda",-0.2413238,0.1833333,0.5166667,9002
1994,"AAB","Antigua & Barbuda",-0.2462684,0.3125,0.578125,9002
1995,"AAB","Antigua & Barbuda",0.09505893,0.2894737,0.6184211,9002
1996,"AAB","Antigua & Barbuda",-0.1368837,0.3188406,0.6617647,9002
1997,"AAB","Antigua & Barbuda",-0.3030534,0.2424242,0.6818182,9002
1998,"AAB","Antigua & Barbuda",-0.3824966,0.1607143,0.5892857,9002
1999,"AAB","Antigua & Barbuda",-0.4712381,0.2,0.6769231,9002
2000,"AAB","Antigua & Barbuda",-0.5819306,0.1935484,0.7096774,9002
2001,"AAB","Antigua & Barbuda",-0.6503745,0.1176471,0.8529412,9002
2002,"AAB","Antigua & Barbuda",-0.5105761,0.1489362,0.7777778,9002
2003,"AAB","Antigua & Barbuda",-0.5619085,0.1216216,0.7567568,9002
2004,"AAB","Antigua & Barbuda",-0.528168,0.08064516,0.8064516,9002
2005,"AAB","Antigua & Barbuda",-0.6127817,0.07142857,0.7285714,9002
2006,"AAB","Antigua & Barbuda",-0.596191,0.06976744,0.755814,9002
2007,"AAB","Antigua & Barbuda",-0.6628306,0.06578947,0.7066667,9002
2008,"AAB","Antigua & Barbuda",-0.6872226,0.08450704,0.6901408,9002
2009,"AAB","Antigua & Barbuda",-0.5790936,0.122807,0.6842105,9002
2010,"AAB","Antigua & Barbuda",-0.5668128,0.1607143,0.6607143,9002
2011,"AAB","Antigua & Barbuda",-0.6260546,0.1846154,0.6923077,9002
2012,"AAB","Antigua & Barbuda",-0.6258247,0.1666667,0.6969697,9002
1983,"SKN","St. Kitts and Nevis",0.5051564,0.1428571,0.4285714,9036
1984,"SKN","St. Kitts and Nevis",0.4543554,0.05882353,0.4705882,9036
1985,"SKN","St. Kitts and Nevis",0.5779838,0.3673469,0.5208333,9036
1986,"SKN","St. Kitts and Nevis",0.3494138,0.2295082,0.6942149,9036
1987,"SKN","St. Kitts and Nevis",0.09417125,0.09433962,0.8598131,9036
1988,"SKN","St. Kitts and Nevis",0.03497042,0.1009174,0.8807339,9036
1989,"SKN","St. Kitts and Nevis",0.05218307,0.1285714,0.8857143,9036
1990,"SKN","St. Kitts and Nevis",-0.000805717,0.1666667,0.8611111,9036
1991,"SKN","St. Kitts and Nevis",-0.1089488,0.1346154,0.6470588,9036
1992,"SKN","St. Kitts and Nevis",-0.2091225,0.1914894,0.5744681,9036
1993,"SKN","St. Kitts and Nevis",-0.2044272,0,1,9036
1994,"SKN","St. Kitts and Nevis",-0.2185854,0.2903226,0.5645161,9036
1995,"SKN","St. Kitts and Nevis",-0.235204,0.4545455,0.4545455,9036
1996,"SKN","St. Kitts and Nevis",-0.2092177,0.3148148,0.6603774,9036
1997,"SKN","St. Kitts and Nevis",-0.4582508,0.1785714,0.625,9036
1998,"SKN","St. Kitts and Nevis",-0.4836745,0.2051282,0.6410256,9036
1999,"SKN","St. Kitts and Nevis",-0.537068,0.25,0.55,9036
2000,"SKN","St. Kitts and Nevis",-0.5933132,0.2692308,0.6538462,9036
2001,"SKN","St. Kitts and Nevis",-0.5653763,0.2142857,0.8571429,9036
2002,"SKN","St. Kitts and Nevis",-0.5902985,0.2307692,0.7692308,9036
2003,"SKN","St. Kitts and Nevis",-0.5730676,0.1428571,0.8571429,9036
2004,"SKN","St. Kitts and Nevis",-0.5850864,0.25,0.7142857,9036
2005,"SKN","St. Kitts and Nevis",-0.492937,0.25,0.875,9036
2006,"SKN","St. Kitts and Nevis",-0.5894481,0.1176471,0.6764706,9036
2007,"SKN","St. Kitts and Nevis",-0.6616174,0.06666667,0.7118644,9036
2008,"SKN","St. Kitts and Nevis",-0.6655271,0.09090909,0.7272727,9036
2009,"SKN","St. Kitts and Nevis",-0.5474797,0.15,0.65,9036
2010,"SKN","St. Kitts and Nevis",-0.5747195,0.2051282,0.6410256,9036
2011,"SKN","St. Kitts and Nevis",-0.6453516,0.2093023,0.6511628,9036
2012,"SKN","St. Kitts and Nevis",-0.6171652,0.2826087,0.6521739,9036
1946,"MEX","Mexico",0.8941716,0.5,0.4736842,10702
1947,"MEX","Mexico",0.735011,0.6315789,0.3947368,10702
1948,"MEX","Mexico",0.77773,0.6304348,0.2857143,10702
1949,"MEX","Mexico",0.589295,0.5079365,0.3492063,10702
1950,"MEX","Mexico",0.4979835,0.6792453,0.3653846,10702
1951,"MEX","Mexico",0.3288329,0.32,0.6,10702
1952,"MEX","Mexico",0.470965,0.5102041,0.3061224,10702
1953,"MEX","Mexico",0.3188137,0.44,0.76,10702
1954,"MEX","Mexico",0.3058022,0.4333333,0.5,10702
1955,"MEX","Mexico",0.35231,0.4444444,0.5185185,10702
1956,"MEX","Mexico",0.6304113,0.8333333,0.2833333,10702
1957,"MEX","Mexico",0.337947,0.6176471,0.5,10702
1958,"MEX","Mexico",0.4527496,0.7272727,0.3636364,10702
1959,"MEX","Mexico",0.4176666,0.3703704,0.5925926,10702
1960,"MEX","Mexico",0.2776667,0.4174757,0.4757282,10702
1961,"MEX","Mexico",0.5976306,0.6142857,0.2112676,10702
1962,"MEX","Mexico",0.7860702,0.673913,0.3478261,10702
1963,"MEX","Mexico",0.6945094,0.6129032,0.4193548,10702
1965,"MEX","Mexico",0.7830099,0.475,0.5,10702
1966,"MEX","Mexico",0.8280561,0.52,0.34,10702
1967,"MEX","Mexico",0.7947585,0.5438596,0.4736842,10702
1968,"MEX","Mexico",0.6206957,0.3921569,0.3529412,10702
1969,"MEX","Mexico",0.6399002,0.4761905,0.4418605,10702
1970,"MEX","Mexico",0.6398397,0.5151515,0.4090909,10702
1971,"MEX","Mexico",0.42691,0.4818182,0.4324324,10702
1972,"MEX","Mexico",0.1861844,0.35,0.5643564,10702
1973,"MEX","Mexico",0.3529189,0.2921348,0.5730337,10702
1974,"MEX","Mexico",0.3854113,0.3287671,0.6027397,10702
1975,"MEX","Mexico",0.1089339,0.2608696,0.6521739,10702
1976,"MEX","Mexico",0.1161184,0.1904762,0.6860465,10702
1977,"MEX","Mexico",0.2053241,0.372093,0.6091954,10702
1978,"MEX","Mexico",0.3089579,0.3709677,0.5555556,10702
1979,"MEX","Mexico",0.06674104,0.2809917,0.6229508,10702
1980,"MEX","Mexico",-0.143304,0.2330097,0.6893204,10702
1981,"MEX","Mexico",-0.3389024,0.1503759,0.761194,10702
1982,"MEX","Mexico",-0.4607209,0.1265823,0.7658228,10702
1983,"MEX","Mexico",-0.4727356,0.147651,0.7785235,10702
1984,"MEX","Mexico",-0.7087556,0.0794702,0.8344371,10702
1985,"MEX","Mexico",-0.6310175,0.1333333,0.8322148,10702
1986,"MEX","Mexico",-0.5244419,0.1456954,0.8666667,10702
1987,"MEX","Mexico",-0.5877916,0.1214286,0.9432624,10702
1988,"MEX","Mexico",-0.6277215,0.09022556,0.969697,10702
1989,"MEX","Mexico",-0.5557399,0.08035714,0.9642857,10702
1990,"MEX","Mexico",-0.7334545,0.1309524,0.9285714,10702
1991,"MEX","Mexico",-0.7666215,0.1388889,0.5774648,10702
1992,"MEX","Mexico",-0.6133291,0.1232877,0.5068493,10702
1993,"MEX","Mexico",-0.5001311,0.171875,0.4375,10702
1994,"MEX","Mexico",-0.6369004,0.25,0.5,10702
1995,"MEX","Mexico",-0.5266038,0.225,0.525,10702
1996,"MEX","Mexico",-0.4869587,0.2702703,0.6164384,10702
