playerNr,groupNr,subjectNr,period,treatment,relevant,t2_correcttexts,t2_numseq,t2_answer,tediousness,test,wta11,wta12,wta13,wta14,wta15,wta16,wta17,wta18,wta19,wta110,wta111,wta112,wta113,wta114,wta115,wta116,wta21,wta22,wta23,wta24,wta25,wta26,wta27,wta28,wta29,wta210,wta211,wta212,wta213,wta214,wta215,wta216,pchosen,optionchosen,extra,scenario,rel,totaltask,vchosen,gender,age,bonus,total,time_welcome,time_instructions_pre,time_encryption_task,time_questionnaire1,time_task_preparation,time_questionnaire2,time_encryption_main_task,time_summary,session_date
36,0,0,1,2,4,15,18,NA,10,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,2,15,1,4,15,5,1,27,5,7,9,20,302,9,11,22,780,11,2019-12-23T18:34:00Z
37,0,0,1,2,5,3,4,NA,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,12,96,5,16,NA,NA,NA,2019-12-23T18:34:00Z
38,0,0,1,2,6,15,24,NA,8,2,1,2,1,2,1,2,1,1,2,2,1,2,1,2,1,1,1,2,1,2,1,2,1,1,2,1,2,1,2,1,2,1,5.5,2,15,1,6,15,5.5,1,28,5.5,7.5,41,39,273,13,49,8,1825,51,2019-12-23T18:34:00Z
39,0,0,1,2,7,15,16,NA,6,NA,2,1,2,1,2,1,2,1,2,1,2,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,5.75,2,15,1,7,15,5.75,1,27,5.75,7.75,9,18,187,7,5,9,574,10,2019-12-23T18:34:00Z
40,0,0,1,2,8,15,18,NA,8,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,6,2,15,1,8,15,6,1,27,6,8,17,20,76,9,33,6,434,15,2019-12-23T18:34:00Z
41,0,0,1,2,9,15,17,NA,3,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,6.25,2,15,1,9,15,6.25,1,56,6.25,8.25,16,91,202,68,58,10,710,82,2019-12-23T18:34:00Z
42,0,0,1,2,10,0,1,NA,10,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6.5,1,0,1,10,0,4,2,30,4,6,588,16,406,10,63,8,8,22,2019-12-23T18:34:00Z
43,0,0,1,2,11,15,18,NA,10,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,6.75,2,15,1,11,15,6.75,1,37,6.75,8.75,5,10,239,10,16,6,427,24,2019-12-23T18:34:00Z
44,0,0,1,2,12,15,18,NA,9,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,7,2,15,1,12,15,7,1,25,7,9,7,32,148,7,15,6,536,21,2019-12-23T18:34:00Z
45,0,0,1,2,13,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,15,NA,NA,NA,NA,NA,NA,2019-12-23T18:34:00Z
46,0,0,1,2,14,15,16,NA,7,NA,1,2,1,2,2,2,1,2,1,2,2,2,1,2,2,2,2,2,1,1,2,1,2,2,2,1,1,1,2,1,2,1,7.5,2,15,1,14,15,7.5,1,49,7.5,9.5,4,40,657,19,47,7,420,178,2019-12-23T18:34:00Z
47,0,0,1,2,15,15,18,NA,9,NA,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,7.75,2,15,1,15,15,7.75,1,33,7.75,9.75,3,26,118,9,126,8,590,31,2019-12-23T18:34:00Z
48,0,0,1,2,16,15,18,NA,7,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,8,2,15,1,16,15,8,1,64,8,10,59,107,183,25,30,13,837,22,2019-12-23T18:34:00Z
49,0,0,1,2,17,30,34,NA,9,2,1,2,2,1,2,1,2,2,2,1,1,2,1,1,2,2,2,1,2,2,1,1,2,2,2,1,2,1,2,2,1,1,4.25,2,30,2,8.5,30,4.25,2,25,4.25,6.25,100,7,132,4,11,6,871,11,2019-12-23T18:34:00Z
50,0,0,1,2,18,15,16,NA,10,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,4.5,1,15,2,9,15,4,2,32,4,6,20,16,84,9,18,4,401,11,2019-12-23T18:34:00Z
51,0,0,1,2,19,15,16,NA,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,4.75,1,15,2,9.5,15,4,1,25,4,6,8,54,102,9,23,5,455,26,2019-12-23T18:34:00Z
52,0,0,1,2,20,15,20,NA,10,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,15,2,10,15,4,3,50,4,6,28,51,102,12,32,6,574,22,2019-12-23T18:34:00Z
53,0,0,1,2,21,15,17,NA,9,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,5.25,1,15,2,10.5,15,4,1,28,4,6,14,68,195,18,72,10,621,33,2019-12-23T18:34:00Z
54,0,0,1,2,22,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,159,623,NA,NA,NA,NA,NA,2019-12-23T18:34:00Z
55,0,0,1,2,23,15,17,NA,5,NA,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5.75,1,15,2,11.5,15,4,2,56,4,6,11,42,143,11,53,5,609,17,2019-12-23T18:34:00Z
58,0,0,1,2,26,30,42,NA,9,1,2,2,2,1,2,2,1,1,1,1,2,1,2,1,2,2,2,2,2,1,2,1,2,1,2,2,1,1,1,2,1,2,6.5,2,30,2,13,30,6.5,2,27,6.5,8.5,NA,NA,NA,13,107,139,4213,28,2019-12-23T18:34:00Z
59,0,0,1,2,27,21,131,NA,8,1,2,1,2,1,1,2,1,1,2,1,2,2,2,1,1,2,1,2,1,2,1,2,2,1,2,1,2,2,2,2,1,2,6.75,2,30,2,13.5,30,6.75,NA,NA,NA,NA,75,50,2169,4,5,NA,NA,21,2019-12-23T18:34:00Z
60,0,0,1,2,28,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,79,NA,NA,NA,NA,NA,NA,2019-12-23T18:34:00Z
61,0,0,1,2,29,30,41,NA,9,NA,1,2,1,2,1,2,2,2,1,1,2,1,2,2,1,1,2,1,2,1,1,2,2,1,1,2,1,1,2,1,2,1,7.25,2,30,2,14.5,30,7.25,1,27,7.25,9.25,4,11,138,4,3,7,1401,12,2019-12-23T18:34:00Z
62,0,0,1,2,30,30,34,NA,5,NA,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,7.5,2,30,2,15,30,7.5,2,39,7.5,9.5,8,27,132,15,35,6,1035,18,2019-12-23T18:34:00Z
63,0,0,1,2,31,30,34,NA,9,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,7.75,2,30,2,15.5,30,7.75,2,31,7.75,9.75,60,35,88,8,18,5,741,41,2019-12-23T18:34:00Z
64,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-12-23T18:34:00Z
65,0,0,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-12-23T18:34:00Z
66,0,0,1,2,2,0,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,8,NA,NA,NA,NA,NA,NA,2019-12-23T18:34:00Z
67,0,0,1,2,3,0,1,NA,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4.75,1,0,1,3,0,4,1,27,4,6,5,37,103,22,18,5,4,13,2019-12-23T18:34:00Z
68,0,0,1,2,4,0,1,NA,8,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,5,1,0,1,4,0,4,1,22,4,6,7,10,112,5,8,5,3,16,2019-12-23T18:34:00Z
69,0,0,1,2,5,0,1,NA,10,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,5.25,1,0,1,5,0,4,2,29,4,6,7,31,139,8,43,8,8,18,2019-12-23T18:34:00Z
70,0,0,1,2,6,15,19,NA,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5.5,2,15,1,6,15,5.5,1,29,5.5,7.5,4,18,77,7,12,5,391,10,2019-12-23T18:34:00Z
1,0,0,1,1,1,15,19,NA,10,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4.25,1,0,1,1,15,4,2,47,4,6,79,29,170,8,28,5,732,12,2019-12-30T16:36:00Z
2,0,0,1,2,2,0,1,NA,6,1,2,1,2,1,1,1,2,2,1,1,2,1,1,2,2,1,1,2,1,1,1,2,1,1,1,1,1,1,1,2,1,1,4.5,1,0,1,2,0,4,1,32,4,6,3,3,128,4,13,6,4,26,2019-12-30T16:36:00Z
3,0,0,1,3,3,15,16,NA,8,NA,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,4.75,1,0,1,3,15,6,1,52,6,8,12,45,179,15,54,10,815,22,2019-12-30T16:36:00Z
4,0,0,1,1,4,15,19,NA,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,0,1,4,15,4,1,32,4,6,15,6,123,7,6,14,619,38,2019-12-30T16:36:00Z
5,0,0,1,2,5,15,20,NA,9,NA,2,1,1,2,2,1,2,1,2,1,1,2,1,1,2,2,2,1,1,2,2,1,1,2,2,1,1,2,2,1,2,2,5.25,2,15,1,5,15,5.25,2,26,5.25,7.25,32,265,129,10,7,37,780,41,2019-12-30T16:36:00Z
6,0,0,1,3,6,15,16,NA,7,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,5.5,1,0,1,6,15,6,2,31,6,8,17,25,89,10,26,5,383,15,2019-12-30T16:36:00Z
7,0,0,1,1,7,30,33,NA,7,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5.75,2,15,1,7,30,5.75,2,43,5.75,7.75,31,24,106,12,20,7,961,13,2019-12-30T16:36:00Z
8,0,0,1,2,8,0,1,NA,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,6,1,0,1,8,0,4,1,30,4,6,49,6,124,7,6,320,5,28,2019-12-30T16:36:00Z
9,0,0,1,3,9,30,33,NA,2,1,1,2,1,2,1,2,1,1,2,2,1,2,1,2,1,2,1,2,2,1,2,2,1,2,1,2,1,2,1,2,1,2,6.25,2,15,1,9,30,8.25,1,27,8.25,10.25,25,96,210,22,38,11,1606,30,2019-12-30T16:36:00Z
10,0,0,1,1,10,30,33,NA,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6.5,2,15,1,10,30,6.5,1,27,6.5,8.5,10,244,136,18,70,6,1301,28,2019-12-30T16:36:00Z
11,0,0,1,2,11,0,1,NA,9,2,2,1,2,2,1,1,2,2,1,2,1,2,1,1,1,2,1,2,2,1,1,1,2,2,1,2,1,2,2,2,1,1,6.75,1,0,1,11,0,4,2,28,4,6,7,10,308,8,7,11,9,28,2019-12-30T16:36:00Z
12,0,0,1,3,12,30,35,NA,8,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,7,2,15,1,12,30,9,2,47,9,11,92,163,269,15,71,9,2570,33,2019-12-30T16:36:00Z
13,0,0,1,1,13,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,2019-12-30T16:36:00Z
14,0,0,1,2,14,0,1,NA,8,2,2,1,2,1,1,2,1,2,1,1,2,1,2,1,1,2,1,1,2,1,2,1,2,1,2,2,1,1,2,1,2,1,7.5,1,0,1,14,0,4,1,28,4,6,9,19,139,6,12,123,5,58,2019-12-30T16:36:00Z
15,0,0,1,3,15,30,31,NA,8,NA,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,7.75,2,15,1,15,30,9.75,2,59,9.75,11.75,262,1272,148,10,72,9,1445,21,2019-12-30T16:36:00Z
16,0,0,1,1,16,30,32,NA,10,NA,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,8,2,15,1,16,30,8,1,28,8,10,12,84,249,14,43,10,1498,33,2019-12-30T16:36:00Z
17,0,0,1,2,17,15,19,NA,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4.25,1,15,2,1,15,4,1,28,4,6,4882,6,274,16,7,9,1298,73,2019-12-30T16:36:00Z
18,0,0,1,3,18,30,31,NA,7,NA,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,4.5,1,15,2,2,30,6,2,41,6,8,15,49,190,17,57,7,1401,77,2019-12-30T16:36:00Z
19,0,0,1,1,19,3,7,NA,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4.75,1,15,2,3,30,4,NA,NA,NA,NA,2166,27,3205,6,6,NA,NA,41,2019-12-30T16:36:00Z
20,0,0,1,2,20,30,34,NA,5,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,5,2,30,2,4,30,5,1,58,5,7,28,50,239,14,49,10,1528,23,2019-12-30T16:36:00Z
21,0,0,1,3,21,30,37,NA,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5.25,1,15,2,5,30,6,1,26,6,8,70,16,149,4,9,5,2110,24,2019-12-30T16:36:00Z
22,0,0,1,1,22,30,41,NA,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5.5,1,15,2,6,30,4,1,25,4,6,13,50,135,10,19,7,2052,14,2019-12-30T16:36:00Z
23,0,0,1,2,23,15,17,NA,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5.75,1,15,2,7,15,4,1,32,4,6,7,5,126,14,11,9,588,40,2019-12-30T16:36:00Z
24,0,0,1,3,24,30,33,NA,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,6,1,15,2,8,30,6,2,35,6,8,6,18,139,8,20,6,1077,21,2019-12-30T16:36:00Z
25,0,0,1,1,25,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,10,NA,NA,NA,NA,NA,NA,2019-12-30T16:36:00Z
26,0,0,1,2,26,15,19,NA,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6.5,1,15,2,10,15,4,2,28,4,6,969,5,374,7,7,19,948,40,2019-12-30T16:36:00Z
27,0,0,1,3,27,45,57,NA,9,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,6.75,2,30,2,11,45,8.75,1,38,8.75,10.75,9,23,143,5,21,5,1932,21,2019-12-30T16:36:00Z
28,0,0,1,1,28,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,13,NA,NA,NA,NA,NA,NA,2019-12-30T16:36:00Z
29,0,0,1,2,29,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,129,NA,NA,NA,NA,NA,NA,2019-12-30T16:36:00Z
30,0,0,1,3,30,45,50,NA,8,NA,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,7.5,2,30,2,14,45,9.5,2,32,9.5,11.5,14,27,123,6,27,4,1297,11,2019-12-30T16:36:00Z
31,0,0,1,1,31,45,52,NA,7,2,1,2,1,2,1,2,1,1,2,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,1,2,1,2,1,2,1,7.75,2,30,2,15,45,7.75,1,28,7.75,9.75,39,444,156,6,7,9,2796,35,2019-12-30T16:36:00Z
32,0,0,1,2,32,15,17,NA,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,1,15,2,16,15,4,2,46,4,6,31,91,143,30,69,12,779,53,2019-12-30T16:36:00Z
33,0,0,1,3,1,15,17,NA,10,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4.25,1,0,1,1,15,6,1,36,6,8,82,17,120,10,26,7,901,18,2019-12-30T16:36:00Z
34,0,0,1,1,2,15,16,NA,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4.5,1,0,1,2,15,4,1,30,4,6,177,15,179,14,14,8,585,31,2019-12-30T16:36:00Z
35,0,0,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-12-30T16:36:00Z
36,0,0,1,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-12-30T16:36:00Z
37,0,0,1,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-12-30T16:36:00Z
38,0,0,1,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-12-30T16:36:00Z
39,0,0,1,3,7,1,2,NA,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5.75,1,0,1,7,15,6,NA,NA,NA,NA,6,7,401,4,6,NA,NA,12,2019-12-30T16:36:00Z
40,0,0,1,1,8,30,32,NA,5,NA,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,6,2,15,1,8,30,6,1,44,6,8,26,102,184,32,84,12,1278,58,2019-12-30T16:36:00Z
41,0,0,1,2,9,0,1,NA,7,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6.25,1,0,1,9,0,4,1,30,4,6,13,9,167,19,26,10,6,29,2019-12-30T16:36:00Z
42,0,0,1,3,10,15,16,NA,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6.5,1,0,1,10,15,6,1,26,6,8,5,5,127,19,5,7,665,13,2019-12-30T16:36:00Z
43,0,0,1,1,11,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,1035,NA,NA,NA,NA,NA,NA,2019-12-30T16:36:00Z
44,0,0,1,2,12,0,1,NA,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,1,0,1,12,0,4,2,28,4,6,7,24,241,12,31,21,7,26,2019-12-30T16:36:00Z
45,0,0,1,3,13,30,36,NA,8,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7.25,2,15,1,13,30,9.25,2,46,9.25,11.25,8,26,132,10,24,7,855,19,2019-12-30T16:36:00Z
46,0,0,1,1,14,30,33,NA,9,1,1,2,1,1,2,1,1,1,2,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,2,1,7.5,2,15,1,14,30,7.5,1,33,7.5,9.5,51,64,1024,29,28,12,1810,26,2019-12-30T16:36:00Z
47,0,0,1,2,15,15,17,NA,9,NA,1,2,2,2,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,1,2,2,1,2,2,2,2,1,2,2,2,2,7.75,2,15,1,15,15,7.75,1,27,7.75,9.75,47,6,269,7,131,9,875,21,2019-12-30T16:36:00Z
48,0,0,1,3,16,30,31,NA,8,NA,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,8,2,15,1,16,30,10,1,29,10,12,47,39,67,8,20,5,847,10,2019-12-30T16:36:00Z
49,0,0,1,1,17,30,39,NA,8,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,4.25,1,15,2,1,30,4,2,41,4,6,24,64,110,12,38,6,969,26,2019-12-30T16:36:00Z
50,0,0,1,2,18,15,21,NA,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4.5,1,15,2,2,15,4,1,28,4,6,324,783,1008,8,27,11,1289,32,2019-12-30T16:36:00Z
51,0,0,1,3,19,45,53,NA,9,1,2,1,2,2,1,1,2,1,1,1,2,1,1,2,2,2,1,1,2,2,2,1,1,2,2,2,1,2,2,1,2,2,4.75,2,30,2,3,45,6.75,1,27,6.75,8.75,55,389,320,9,23,11,2690,2580,2019-12-30T16:36:00Z
52,0,0,1,1,20,30,35,NA,6,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,15,2,4,30,4,1,37,4,6,108,81,214,15,67,7,1607,17,2019-12-30T16:36:00Z
53,0,0,1,2,21,15,19,NA,4,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,5.25,1,15,2,5,15,4,1,31,4,6,8,18,168,10,28,4,492,17,2019-12-30T16:36:00Z
54,0,0,1,3,22,30,33,NA,6,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,5.5,1,15,2,6,30,6,1,30,6,8,15,47,158,17,39,5,1167,25,2019-12-30T16:36:00Z
55,0,0,1,1,23,30,31,NA,9,NA,1,2,1,2,1,1,2,1,2,2,2,1,1,2,2,1,1,2,2,1,1,2,1,2,1,2,1,1,2,1,2,2,5.75,1,15,2,7,30,4,1,25,NA,NA,7,17,108,8,4,45,1080,24,2019-12-30T16:36:00Z
56,0,0,1,2,24,15,16,NA,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,15,2,8,15,4,1,26,4,6,189,14,101,4,4,5,545,14,2019-12-30T16:36:00Z
