pid,scenario,treatment,switching_point,inconsistent_choices,relevant,tediousness,test,pchosen,optionchosen,extra,scenariochosen,totaltask,vchosen,gender,age,total,time_welcome,time_instructions_pre,time_encryption_task,time_questionnaire1,time_task_preparation,time_questionnaire2,time_encryption_main_task,time_summary,session_date,reservation_wage
84,Scenario2,NARROW,6,0,19,9,1,4.75,1,15,2,30,4,Female,26,6,1739,9,207,5,8,6,1396,16,2019-12-19T15:12:00Z,1.5
85,Scenario1,LOW,1,7,20,8,2,5,1,15,2,15,4,Female,29,6,24,55,703,7,17,11,611,21,2019-12-19T15:12:00Z,0.25
85,Scenario2,LOW,1,7,20,8,2,5,1,15,2,15,4,Female,29,6,24,55,703,7,17,11,611,21,2019-12-19T15:12:00Z,0.25
86,Scenario1,BROAD,6,0,21,7,NA,5.25,2,30,2,45,7.25,Female,54,9.25,25,723,113,30,51,8,1163,60,2019-12-19T15:12:00Z,1.5
86,Scenario2,BROAD,4,0,21,7,NA,5.25,2,30,2,45,7.25,Female,54,9.25,25,723,113,30,51,8,1163,60,2019-12-19T15:12:00Z,1
87,Scenario1,NARROW,1,4,22,10,1,5.5,1,15,2,30,4,Female,29,6,10,46,147,10,53,14,1937,41,2019-12-19T15:12:00Z,0.25
87,Scenario2,NARROW,17,0,22,10,1,5.5,1,15,2,30,4,Female,29,6,10,46,147,10,53,14,1937,41,2019-12-19T15:12:00Z,4.25
88,Scenario1,LOW,8,0,23,10,1,5.75,1,15,2,15,4,Female,37,6,26,38,139,13,29,7,469,16,2019-12-19T15:12:00Z,2
88,Scenario2,LOW,8,0,23,10,1,5.75,1,15,2,15,4,Female,37,6,26,38,139,13,29,7,469,16,2019-12-19T15:12:00Z,2
89,Scenario1,BROAD,5,0,24,7,2,6,2,30,2,45,8,Female,30,10,19,547,177,122,19,10,4058,22,2019-12-19T15:12:00Z,1.25
89,Scenario2,BROAD,1,0,24,7,2,6,2,30,2,45,8,Female,30,10,19,547,177,122,19,10,4058,22,2019-12-19T15:12:00Z,0.25
90,Scenario1,NARROW,8,0,25,3,1,6.25,1,15,2,30,4,NA,NA,NA,13,22,142,11,33,NA,NA,17,2019-12-19T15:12:00Z,2
90,Scenario2,NARROW,12,0,25,3,1,6.25,1,15,2,30,4,NA,NA,NA,13,22,142,11,33,NA,NA,17,2019-12-19T15:12:00Z,3
91,Scenario1,LOW,8,0,26,3,NA,6.5,1,15,2,15,4,Female,43,6,19,38,120,16,48,14,666,40,2019-12-19T15:12:00Z,2
91,Scenario2,LOW,16,0,26,3,NA,6.5,1,15,2,15,4,Female,43,6,19,38,120,16,48,14,666,40,2019-12-19T15:12:00Z,4
92,Scenario1,BROAD,10,0,27,1,NA,6.75,2,30,2,45,8.75,Male,30,10.75,12,62,160,18,105,10,2104,24,2019-12-19T15:12:00Z,2.5
92,Scenario2,BROAD,10,0,27,1,NA,6.75,2,30,2,45,8.75,Male,30,10.75,12,62,160,18,105,10,2104,24,2019-12-19T15:12:00Z,2.5
93,Scenario1,NARROW,1,1,28,9,2,7,2,30,2,45,7,Male,29,9,11,7,2365,13,23,9,2668,29,2019-12-19T15:12:00Z,0.25
93,Scenario2,NARROW,2,0,28,9,2,7,2,30,2,45,7,Male,29,9,11,7,2365,13,23,9,2668,29,2019-12-19T15:12:00Z,0.5
94,Scenario1,LOW,4,0,29,7,NA,7.25,2,30,2,30,7.25,Male,38,9.25,39,64,88,10,18,30,1091,14,2019-12-19T15:12:00Z,1
94,Scenario2,LOW,4,0,29,7,NA,7.25,2,30,2,30,7.25,Male,38,9.25,39,64,88,10,18,30,1091,14,2019-12-19T15:12:00Z,1
95,Scenario1,BROAD,1,1,30,10,2,7.5,2,30,2,45,9.5,Male,20,11.5,14,12,220,4,36,30,3103,21,2019-12-19T15:12:00Z,0.25
95,Scenario2,BROAD,12,0,30,10,2,7.5,2,30,2,45,9.5,Male,20,11.5,14,12,220,4,36,30,3103,21,2019-12-19T15:12:00Z,3
96,Scenario1,NARROW,1,1,31,4,2,7.75,2,30,2,45,7.75,Female,26,9.75,41,44,203,101,1134,14,2298,52,2019-12-19T15:12:00Z,0.25
96,Scenario2,NARROW,3,1,31,4,2,7.75,2,30,2,45,7.75,Female,26,9.75,41,44,203,101,1134,14,2298,52,2019-12-19T15:12:00Z,0.75
97,Scenario1,LOW,1,0,32,4,2,8,2,30,2,30,8,Female,28,10,5,4,208,12,20,18,1344,15,2019-12-19T15:12:00Z,0.25
97,Scenario2,LOW,1,0,32,4,2,8,2,30,2,30,8,Female,28,10,5,4,208,12,20,18,1344,15,2019-12-19T15:12:00Z,0.25
98,Scenario1,BROAD,14,0,1,4,NA,4.25,1,0,1,15,6,Male,44,8,13,41,177,11,25,11,488,15,2019-12-19T15:12:00Z,3.5
98,Scenario2,BROAD,16,0,1,4,NA,4.25,1,0,1,15,6,Male,44,8,13,41,177,11,25,11,488,15,2019-12-19T15:12:00Z,4
99,Scenario1,NARROW,1,1,2,3,1,4.5,2,15,1,30,4.5,Female,25,6.5,48,88,251,36,42,11,1348,26,2019-12-19T15:12:00Z,0.25
99,Scenario2,NARROW,6,2,2,3,1,4.5,2,15,1,30,4.5,Female,25,6.5,48,88,251,36,42,11,1348,26,2019-12-19T15:12:00Z,1.5
100,Scenario1,LOW,8,0,3,7,NA,4.75,1,0,1,0,4,Male,59,6,44,63,168,26,59,12,9,26,2019-12-19T15:12:00Z,2
100,Scenario2,LOW,12,0,3,7,NA,4.75,1,0,1,0,4,Male,59,6,44,63,168,26,59,12,9,26,2019-12-19T15:12:00Z,3
101,Scenario1,BROAD,8,0,4,8,1,5,1,0,1,15,6,Male,52,8,17,35,94,16,21,6,429,15,2019-12-19T15:12:00Z,2
101,Scenario2,BROAD,10,0,4,8,1,5,1,0,1,15,6,Male,52,8,17,35,94,16,21,6,429,15,2019-12-19T15:12:00Z,2.5
102,Scenario1,NARROW,8,0,5,3,NA,5.25,1,0,1,15,4,Male,34,6,16,36,130,12,92,5,602,25,2019-12-19T15:12:00Z,2
102,Scenario2,NARROW,8,0,5,3,NA,5.25,1,0,1,15,4,Male,34,6,16,36,130,12,92,5,602,25,2019-12-19T15:12:00Z,2
103,Scenario1,LOW,1,2,6,10,NA,5.5,1,0,1,0,4,Male,40,6,73,42,240,13,25,16,8,69,2019-12-19T15:12:00Z,0.25
103,Scenario2,LOW,16,0,6,10,NA,5.5,1,0,1,0,4,Male,40,6,73,42,240,13,25,16,8,69,2019-12-19T15:12:00Z,4
104,Scenario1,BROAD,17,0,7,8,1,5.75,1,0,1,15,6,Female,39,8,119,27,107,15,42,10,494,12,2019-12-19T15:12:00Z,4.25
104,Scenario2,BROAD,16,0,7,8,1,5.75,1,0,1,15,6,Female,39,8,119,27,107,15,42,10,494,12,2019-12-19T15:12:00Z,4
105,Scenario1,NARROW,12,0,8,9,NA,6,1,0,1,15,4,Male,49,6,19,31,148,10,33,6,878,21,2019-12-19T15:12:00Z,3
105,Scenario2,NARROW,16,0,8,9,NA,6,1,0,1,15,4,Male,49,6,19,31,148,10,33,6,878,21,2019-12-19T15:12:00Z,4
106,Scenario1,LOW,8,0,9,4,2,6.25,2,15,1,15,6.25,Male,30,8.25,17,30,114,14,20,8,600,18,2019-12-19T15:12:00Z,2
106,Scenario2,LOW,8,0,9,4,2,6.25,2,15,1,15,6.25,Male,30,8.25,17,30,114,14,20,8,600,18,2019-12-19T15:12:00Z,2
107,Scenario1,BROAD,1,1,10,10,2,6.5,1,0,1,15,6,Male,47,8,52,58,700,17,37,424,770,50,2019-12-19T15:12:00Z,0.25
107,Scenario2,BROAD,17,0,10,10,2,6.5,1,0,1,15,6,Male,47,8,52,58,700,17,37,424,770,50,2019-12-19T15:12:00Z,4.25
108,Scenario1,NARROW,4,0,11,8,1,6.75,2,15,1,30,6.75,Male,24,8.75,5,109,96,5,20,6,807,25,2019-12-19T15:12:00Z,1
108,Scenario2,NARROW,8,0,11,8,1,6.75,2,15,1,30,6.75,Male,24,8.75,5,109,96,5,20,6,807,25,2019-12-19T15:12:00Z,2
109,Scenario1,LOW,17,0,12,7,1,7,1,0,1,0,4,Male,35,6,23,17,298,92,18,12,7,22,2019-12-19T15:12:00Z,4.25
109,Scenario2,LOW,17,0,12,7,1,7,1,0,1,0,4,Male,35,6,23,17,298,92,18,12,7,22,2019-12-19T15:12:00Z,4.25
110,Scenario1,BROAD,16,0,13,10,1,7.25,1,0,1,15,6,Female,69,8,252,38,143,10,24,8,766,15,2019-12-19T15:12:00Z,4
110,Scenario2,BROAD,17,0,13,10,1,7.25,1,0,1,15,6,Female,69,8,252,38,143,10,24,8,766,15,2019-12-19T15:12:00Z,4.25
111,Scenario1,NARROW,NA,0,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-12-19T15:12:00Z,NA
111,Scenario2,NARROW,NA,0,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-12-19T15:12:00Z,NA
112,Scenario1,LOW,7,0,15,6,2,7.75,2,15,1,15,7.75,Male,26,9.75,17,18,157,7,26,5,558,15,2019-12-19T15:12:00Z,1.75
112,Scenario2,LOW,7,0,15,6,2,7.75,2,15,1,15,7.75,Male,26,9.75,17,18,157,7,26,5,558,15,2019-12-19T15:12:00Z,1.75
113,Scenario1,BROAD,12,0,16,8,NA,8,2,15,1,30,10,Female,58,12,11,42,133,11,28,5,962,14,2019-12-19T15:12:00Z,3
113,Scenario2,BROAD,12,0,16,8,NA,8,2,15,1,30,10,Female,58,12,11,42,133,11,28,5,962,14,2019-12-19T15:12:00Z,3
114,Scenario1,NARROW,1,4,17,7,2,4.25,2,30,2,45,4.25,Male,28,6.25,14,49,299,12,27,26,2158,54,2019-12-19T15:12:00Z,0.25
114,Scenario2,NARROW,1,3,17,7,2,4.25,2,30,2,45,4.25,Male,28,6.25,14,49,299,12,27,26,2158,54,2019-12-19T15:12:00Z,0.25
115,Scenario1,LOW,2,6,18,9,NA,4.5,1,15,2,15,4,Female,30,6,206,59,468,65,289,13,1508,76,2019-12-19T15:12:00Z,0.5
115,Scenario2,LOW,1,8,18,9,NA,4.5,1,15,2,15,4,Female,30,6,206,59,468,65,289,13,1508,76,2019-12-19T15:12:00Z,0.25
116,Scenario1,BROAD,15,0,19,7,NA,4.75,1,15,2,30,6,Female,28,8,17,26,106,10,23,8,1147,24,2019-12-19T15:12:00Z,3.75
116,Scenario2,BROAD,16,0,19,7,NA,4.75,1,15,2,30,6,Female,28,8,17,26,106,10,23,8,1147,24,2019-12-19T15:12:00Z,4
117,Scenario1,NARROW,2,3,20,10,2,5,1,15,2,30,4,Male,35,6,28,78,126,12,22,13,1306,34,2019-12-19T15:12:00Z,0.5
117,Scenario2,NARROW,12,0,20,10,2,5,1,15,2,30,4,Male,35,6,28,78,126,12,22,13,1306,34,2019-12-19T15:12:00Z,3
118,Scenario1,LOW,9,1,21,10,1,5.25,1,15,2,15,4,Female,29,6,38,365,174,19,35,10,1783,43,2019-12-19T15:12:00Z,2.25
118,Scenario2,LOW,14,1,21,10,1,5.25,1,15,2,15,4,Female,29,6,38,365,174,19,35,10,1783,43,2019-12-19T15:12:00Z,3.5
119,Scenario1,BROAD,6,0,22,10,NA,5.5,1,15,2,30,6,Male,41,8,6,37,209,9,22,6,2011,18,2019-12-19T15:12:00Z,1.5
119,Scenario2,BROAD,14,0,22,10,NA,5.5,1,15,2,30,6,Male,41,8,6,37,209,9,22,6,2011,18,2019-12-19T15:12:00Z,3.5
120,Scenario1,NARROW,1,0,23,8,2,5.75,1,15,2,30,4,Female,29,6,18,86,145,11,45,17,1187,18,2019-12-19T15:12:00Z,0.25
120,Scenario2,NARROW,2,4,23,8,2,5.75,1,15,2,30,4,Female,29,6,18,86,145,11,45,17,1187,18,2019-12-19T15:12:00Z,0.5
121,Scenario1,LOW,2,0,24,10,2,6,2,30,2,30,6,Female,31,8,12,472,113,18,36,6,964,62,2019-12-19T15:12:00Z,0.5
121,Scenario2,LOW,4,0,24,10,2,6,2,30,2,30,6,Female,31,8,12,472,113,18,36,6,964,62,2019-12-19T15:12:00Z,1
122,Scenario1,BROAD,NA,0,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,2019-12-19T15:12:00Z,NA
122,Scenario2,BROAD,NA,0,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,2019-12-19T15:12:00Z,NA
123,Scenario1,NARROW,1,5,26,10,2,6.5,2,30,2,45,6.5,Female,35,8.5,191,41,348,7,12,11,3057,89,2019-12-19T15:12:00Z,0.25
123,Scenario2,NARROW,1,4,26,10,2,6.5,2,30,2,45,6.5,Female,35,8.5,191,41,348,7,12,11,3057,89,2019-12-19T15:12:00Z,0.25
124,Scenario1,LOW,3,0,27,7,2,6.75,2,30,2,30,6.75,Female,28,8.75,3,20,84,9,8,4,931,16,2019-12-19T15:12:00Z,0.75
124,Scenario2,LOW,5,0,27,7,2,6.75,2,30,2,30,6.75,Female,28,8.75,3,20,84,9,8,4,931,16,2019-12-19T15:12:00Z,1.25
125,Scenario1,BROAD,17,0,28,8,1,7,1,15,2,30,6,Male,52,8,5,16,131,7,66,7,1405,129,2019-12-19T15:12:00Z,4.25
125,Scenario2,BROAD,17,0,28,8,1,7,1,15,2,30,6,Male,52,8,5,16,131,7,66,7,1405,129,2019-12-19T15:12:00Z,4.25
126,Scenario1,NARROW,1,2,29,8,1,7.25,2,30,2,45,7.25,Male,32,9.25,6,13,126,32,6,10,1631,38,2019-12-19T15:12:00Z,0.25
126,Scenario2,NARROW,9,0,29,8,1,7.25,2,30,2,45,7.25,Male,32,9.25,6,13,126,32,6,10,1631,38,2019-12-19T15:12:00Z,2.25
127,Scenario1,LOW,4,0,30,5,2,7.5,2,30,2,30,7.5,Female,51,9.5,726,47,109,20,16,17,1455,15,2019-12-19T15:12:00Z,1
127,Scenario2,LOW,4,0,30,5,2,7.5,2,30,2,30,7.5,Female,51,9.5,726,47,109,20,16,17,1455,15,2019-12-19T15:12:00Z,1
128,Scenario1,BROAD,2,6,31,6,NA,7.75,1,15,2,30,6,Male,32,8,89,317,220,5,4,10,2618,38,2019-12-19T15:12:00Z,0.5
128,Scenario2,BROAD,2,6,31,6,NA,7.75,1,15,2,30,6,Male,32,8,89,317,220,5,4,10,2618,38,2019-12-19T15:12:00Z,0.5
129,Scenario1,NARROW,17,0,32,3,1,8,1,15,2,30,4,Male,30,6,304,1909,215,35,6,9,1066,27,2019-12-19T15:12:00Z,4.25
129,Scenario2,NARROW,17,0,32,3,1,8,1,15,2,30,4,Male,30,6,304,1909,215,35,6,9,1066,27,2019-12-19T15:12:00Z,4.25
130,Scenario1,LOW,1,5,1,7,1,4.25,2,15,1,15,4.25,Female,26,6.25,4,40,180,7,9,14,828,16,2019-12-19T15:12:00Z,0.25
130,Scenario2,LOW,2,7,1,7,1,4.25,2,15,1,15,4.25,Female,26,6.25,4,40,180,7,9,14,828,16,2019-12-19T15:12:00Z,0.5
131,Scenario1,BROAD,NA,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,41,NA,NA,NA,NA,NA,NA,2019-12-19T15:12:00Z,NA
131,Scenario2,BROAD,NA,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,41,NA,NA,NA,NA,NA,NA,2019-12-19T15:12:00Z,NA
132,Scenario1,NARROW,17,0,3,10,1,4.75,1,0,1,15,4,Male,23,6,12,17,198,11,64,5,749,29,2019-12-19T15:12:00Z,4.25
132,Scenario2,NARROW,17,0,3,10,1,4.75,1,0,1,15,4,Male,23,6,12,17,198,11,64,5,749,29,2019-12-19T15:12:00Z,4.25
133,Scenario1,LOW,12,0,4,10,1,5,1,0,1,0,4,Male,26,6,13,78,129,10,42,7,14,81,2019-12-19T15:12:00Z,3
133,Scenario2,LOW,12,0,4,10,1,5,1,0,1,0,4,Male,26,6,13,78,129,10,42,7,14,81,2019-12-19T15:12:00Z,3
134,Scenario1,BROAD,1,5,5,9,2,5.25,1,0,1,15,6,Male,30,8,155,4,123,7,11,10,1113,529,2019-12-19T15:12:00Z,0.25
134,Scenario2,BROAD,1,5,5,9,2,5.25,1,0,1,15,6,Male,30,8,155,4,123,7,11,10,1113,529,2019-12-19T15:12:00Z,0.25
135,Scenario1,NARROW,8,0,6,7,2,5.5,1,0,1,15,4,Male,38,6,9,22,83,10,31,6,417,20,2019-12-19T15:12:00Z,2
135,Scenario2,NARROW,8,0,6,7,2,5.5,1,0,1,15,4,Male,38,6,9,22,83,10,31,6,417,20,2019-12-19T15:12:00Z,2
136,Scenario1,LOW,3,1,7,9,1,5.75,2,15,1,15,5.75,Female,27,7.75,25,16,151,9,28,10,681,41,2019-12-19T15:12:00Z,0.75
136,Scenario2,LOW,3,4,7,9,1,5.75,2,15,1,15,5.75,Female,27,7.75,25,16,151,9,28,10,681,41,2019-12-19T15:12:00Z,0.75
137,Scenario1,BROAD,17,0,8,10,1,6,1,0,1,15,6,Male,28,8,3,12,169,8,74,13,1112,18,2019-12-19T15:12:00Z,4.25
137,Scenario2,BROAD,8,0,8,10,1,6,1,0,1,15,6,Male,28,8,3,12,169,8,74,13,1112,18,2019-12-19T15:12:00Z,2
138,Scenario1,NARROW,16,0,9,8,NA,6.25,1,0,1,15,4,Male,60,6,15,60,257,17,41,6,1076,29,2019-12-19T15:12:00Z,4
138,Scenario2,NARROW,17,0,9,8,NA,6.25,1,0,1,15,4,Male,60,6,15,60,257,17,41,6,1076,29,2019-12-19T15:12:00Z,4.25
139,Scenario1,LOW,4,1,10,10,1,6.5,2,15,1,15,6.5,Male,33,8.5,8,20,190,8,23,15,788,17,2019-12-19T15:12:00Z,1
139,Scenario2,LOW,4,0,10,10,1,6.5,2,15,1,15,6.5,Male,33,8.5,8,20,190,8,23,15,788,17,2019-12-19T15:12:00Z,1
140,Scenario1,BROAD,5,2,11,8,1,6.75,1,0,1,15,6,Male,32,8,32,29,154,10,18,16,639,25,2019-12-19T15:12:00Z,1.25
140,Scenario2,BROAD,4,3,11,8,1,6.75,1,0,1,15,6,Male,32,8,32,29,154,10,18,16,639,25,2019-12-19T15:12:00Z,1
141,Scenario1,NARROW,6,0,12,5,2,7,2,15,1,30,7,NA,NA,NA,5,4111,637,13,130,NA,NA,17,2019-12-19T15:12:00Z,1.5
141,Scenario2,NARROW,6,0,12,5,2,7,2,15,1,30,7,NA,NA,NA,5,4111,637,13,130,NA,NA,17,2019-12-19T15:12:00Z,1.5
142,Scenario1,LOW,16,0,13,10,NA,7.25,1,0,1,0,4,Male,55,6,5,43,157,9,26,7,7,16,2019-12-19T15:12:00Z,4
142,Scenario2,LOW,17,0,13,10,NA,7.25,1,0,1,0,4,Male,55,6,5,43,157,9,26,7,7,16,2019-12-19T15:12:00Z,4.25
143,Scenario1,BROAD,17,0,14,8,1,7.5,1,0,1,15,6,Female,36,8,15,15,103,13,27,5,523,11,2019-12-19T15:12:00Z,4.25
143,Scenario2,BROAD,8,0,14,8,1,7.5,1,0,1,15,6,Female,36,8,15,15,103,13,27,5,523,11,2019-12-19T15:12:00Z,2
144,Scenario1,NARROW,4,0,15,5,NA,7.75,2,15,1,30,7.75,Male,34,9.75,48,22,92,18,33,8,2185,38,2019-12-19T15:12:00Z,1
144,Scenario2,NARROW,7,0,15,5,NA,7.75,2,15,1,30,7.75,Male,34,9.75,48,22,92,18,33,8,2185,38,2019-12-19T15:12:00Z,1.75
145,Scenario1,LOW,12,0,16,7,1,8,2,15,1,15,8,Male,35,10,448,31,152,5,31,8,682,18,2019-12-19T15:12:00Z,3
145,Scenario2,LOW,10,0,16,7,1,8,2,15,1,15,8,Male,35,10,448,31,152,5,31,8,682,18,2019-12-19T15:12:00Z,2.5
146,Scenario1,BROAD,13,0,17,1,1,4.25,1,15,2,30,6,Male,29,8,15,4274,149,8,23,4,945,23,2019-12-19T15:12:00Z,3.25
146,Scenario2,BROAD,14,0,17,1,1,4.25,1,15,2,30,6,Male,29,8,15,4274,149,8,23,4,945,23,2019-12-19T15:12:00Z,3.5
147,Scenario1,NARROW,4,0,18,8,NA,4.5,1,15,2,30,4,Female,21,6,14,45,191,11,61,6,1690,25,2019-12-19T15:12:00Z,1
147,Scenario2,NARROW,6,0,18,8,NA,4.5,1,15,2,30,4,Female,21,6,14,45,191,11,61,6,1690,25,2019-12-19T15:12:00Z,1.5
148,Scenario1,LOW,3,0,19,5,2,4.75,1,15,2,15,4,Female,30,6,8,11,107,8,16,6,445,21,2019-12-19T15:12:00Z,0.75
148,Scenario2,LOW,5,0,19,5,2,4.75,1,15,2,15,4,Female,30,6,8,11,107,8,16,6,445,21,2019-12-19T15:12:00Z,1.25
149,Scenario1,BROAD,NA,0,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,287,4188,NA,NA,NA,NA,NA,NA,2019-12-19T15:12:00Z,NA
149,Scenario2,BROAD,NA,0,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,287,4188,NA,NA,NA,NA,NA,NA,2019-12-19T15:12:00Z,NA
150,Scenario1,NARROW,9,1,21,8,1,5.25,1,15,2,30,4,Male,28,6,109,34,162,5,74,10,1533,38,2019-12-19T15:12:00Z,2.25
150,Scenario2,NARROW,9,2,21,8,1,5.25,1,15,2,30,4,Male,28,6,109,34,162,5,74,10,1533,38,2019-12-19T15:12:00Z,2.25
151,Scenario1,LOW,17,0,22,7,1,5.5,1,15,2,15,4,Female,28,6,391,292,1490,9,7,8,681,20,2019-12-19T15:12:00Z,4.25
151,Scenario2,LOW,17,0,22,7,1,5.5,1,15,2,15,4,Female,28,6,391,292,1490,9,7,8,681,20,2019-12-19T15:12:00Z,4.25
152,Scenario1,BROAD,12,0,23,6,1,5.75,1,15,2,30,6,Male,24,8,9,97,93,14,30,5,801,16,2019-12-19T15:12:00Z,3
152,Scenario2,BROAD,16,0,23,6,1,5.75,1,15,2,30,6,Male,24,8,9,97,93,14,30,5,801,16,2019-12-19T15:12:00Z,4
153,Scenario1,NARROW,5,0,24,7,2,6,2,30,2,45,6,Female,26,8,1099,1162,254,12,17,6,1497,40,2019-12-19T15:12:00Z,1.25
153,Scenario2,NARROW,8,0,24,7,2,6,2,30,2,45,6,Female,26,8,1099,1162,254,12,17,6,1497,40,2019-12-19T15:12:00Z,2
154,Scenario1,LOW,1,0,25,10,2,6.25,2,30,2,30,6.25,Female,26,8.25,34,9,146,9,30,6,1096,30,2019-12-19T15:12:00Z,0.25
154,Scenario2,LOW,8,0,25,10,2,6.25,2,30,2,30,6.25,Female,26,8.25,34,9,146,9,30,6,1096,30,2019-12-19T15:12:00Z,2
155,Scenario1,BROAD,1,5,26,8,1,6.5,1,15,2,30,6,Male,28,8,120,18,297,58,7,17,2996,141,2019-12-19T15:12:00Z,0.25
155,Scenario2,BROAD,2,4,26,8,1,6.5,1,15,2,30,6,Male,28,8,120,18,297,58,7,17,2996,141,2019-12-19T15:12:00Z,0.5
156,Scenario1,NARROW,12,0,27,4,1,6.75,1,15,2,30,4,NA,NA,NA,3,13,118,3,15,NA,NA,9,2019-12-19T15:12:00Z,3
156,Scenario2,NARROW,12,0,27,4,1,6.75,1,15,2,30,4,NA,NA,NA,3,13,118,3,15,NA,NA,9,2019-12-19T15:12:00Z,3
157,Scenario1,LOW,12,0,28,3,1,7,2,30,2,30,7,Male,25,9,125,64,296,6,45,10,1522,70,2019-12-19T15:12:00Z,3
157,Scenario2,LOW,12,0,28,3,1,7,2,30,2,30,7,Male,25,9,125,64,296,6,45,10,1522,70,2019-12-19T15:12:00Z,3
158,Scenario1,BROAD,14,0,29,2,NA,7.25,1,15,2,30,6,Male,45,8,24,744,115,15,50,6,1442,27,2019-12-19T15:12:00Z,3.5
158,Scenario2,BROAD,17,0,29,2,NA,7.25,1,15,2,30,6,Male,45,8,24,744,115,15,50,6,1442,27,2019-12-19T15:12:00Z,4.25
159,Scenario1,NARROW,1,5,30,9,1,7.5,2,30,2,45,7.5,Male,28,9.5,10,186,175,8,71,11,2356,34,2019-12-19T15:12:00Z,0.25
159,Scenario2,NARROW,1,6,30,9,1,7.5,2,30,2,45,7.5,Male,28,9.5,10,186,175,8,71,11,2356,34,2019-12-19T15:12:00Z,0.25
160,Scenario1,LOW,12,0,31,9,NA,7.75,1,15,2,15,4,Male,36,6,42,58,101,12,30,7,422,34,2019-12-19T15:12:00Z,3
160,Scenario2,LOW,16,0,31,9,NA,7.75,1,15,2,15,4,Male,36,6,42,58,101,12,30,7,422,34,2019-12-19T15:12:00Z,4
161,Scenario1,BROAD,8,0,32,9,2,8,2,30,2,45,10,Female,32,12,35,1598,220,11,21,7,2267,42,2019-12-19T15:12:00Z,2
161,Scenario2,BROAD,8,0,32,9,2,8,2,30,2,45,10,Female,32,12,35,1598,220,11,21,7,2267,42,2019-12-19T15:12:00Z,2
162,Scenario1,NARROW,17,0,1,9,NA,4.25,1,0,1,15,4,Female,28,6,12,16,118,7,30,6,532,21,2019-12-19T15:12:00Z,4.25
162,Scenario2,NARROW,16,0,1,9,NA,4.25,1,0,1,15,4,Female,28,6,12,16,118,7,30,6,532,21,2019-12-19T15:12:00Z,4
163,Scenario1,LOW,1,6,2,10,2,4.5,1,0,1,0,4,Male,28,6,8,87,242,7,20,16,5,23,2019-12-19T15:12:00Z,0.25
163,Scenario2,LOW,1,6,2,10,2,4.5,1,0,1,0,4,Male,28,6,8,87,242,7,20,16,5,23,2019-12-19T15:12:00Z,0.25
164,Scenario1,BROAD,12,0,3,4,NA,4.75,1,0,1,15,6,Male,31,8,16,87,189,11,45,6,657,30,2019-12-19T15:12:00Z,3
164,Scenario2,BROAD,10,0,3,4,NA,4.75,1,0,1,15,6,Male,31,8,16,87,189,11,45,6,657,30,2019-12-19T15:12:00Z,2.5
165,Scenario1,NARROW,1,7,4,8,1,5,2,15,1,30,5,Female,28,7,16,8,201,19,10,12,3505,39,2019-12-19T15:12:00Z,0.25
165,Scenario2,NARROW,2,5,4,8,1,5,2,15,1,30,5,Female,28,7,16,8,201,19,10,12,3505,39,2019-12-19T15:12:00Z,0.5
166,Scenario1,LOW,2,7,5,9,1,5.25,1,0,1,0,4,Male,28,6,169,107,835,29,10,28,95,41,2019-12-19T15:12:00Z,0.5
166,Scenario2,LOW,2,3,5,9,1,5.25,1,0,1,0,4,Male,28,6,169,107,835,29,10,28,95,41,2019-12-19T15:12:00Z,0.5
167,Scenario1,BROAD,17,0,6,10,1,5.5,1,0,1,15,6,Male,32,8,13,5,129,6,6,9,974,31,2019-12-19T15:12:00Z,4.25
167,Scenario2,BROAD,17,0,6,10,1,5.5,1,0,1,15,6,Male,32,8,13,5,129,6,6,9,974,31,2019-12-19T15:12:00Z,4.25
168,Scenario1,NARROW,12,0,7,9,1,5.75,1,0,1,15,4,Male,44,6,15,48,219,13,39,6,688,23,2019-12-19T15:12:00Z,3
168,Scenario2,NARROW,16,0,7,9,1,5.75,1,0,1,15,4,Male,44,6,15,48,219,13,39,6,688,23,2019-12-19T15:12:00Z,4
169,Scenario1,LOW,8,0,8,8,NA,6,2,15,1,15,6,Male,35,8,3,5,97,7,10,5,581,29,2019-12-19T15:12:00Z,2
169,Scenario2,LOW,17,0,8,8,NA,6,2,15,1,15,6,Male,35,8,3,5,97,7,10,5,581,29,2019-12-19T15:12:00Z,4.25
170,Scenario1,BROAD,17,0,9,7,1,6.25,1,0,1,15,6,Male,66,8,47,57,160,16,38,7,635,26,2019-12-19T15:12:00Z,4.25
170,Scenario2,BROAD,17,0,9,7,1,6.25,1,0,1,15,6,Male,66,8,47,57,160,16,38,7,635,26,2019-12-19T15:12:00Z,4.25
